Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"GNRHR2","Gonadotropin Releasing Hormone Receptor 2 (Pseudogene)","Pseudogene","32","GC01P145919","1.27847111225128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRHR2"
"COLQ","Collagen Like Tail Subunit Of Asymmetric Acetylcholinesterase","Protein Coding","40","GC03M020745","1.27843880653381","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLQ"
"GGH","Gamma-Glutamyl Hydrolase","Protein Coding","42","GC08M063014","1.27833724021912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGH"
"CFAP44","Cilia And Flagella Associated Protein 44","Protein Coding","30","GC03M113286","1.27812278270721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP44"
"THAP11","THAP Domain Containing 11","Protein Coding","36","GC16P067844","1.27770626544952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP11"
"MTMR9","Myotubularin Related Protein 9","Protein Coding","38","GC08P011284","1.2776038646698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR9"
"MIR409","MicroRNA 409","RNA Gene","19","GC14P109989","1.27744054794312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR409"
"FOXP2","Forkhead Box P2","Protein Coding","43","GC07P114086","1.27740979194641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP2"
"KIF3B","Kinesin Family Member 3B","Protein Coding","38","GC20P032277","1.27735280990601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3B"
"RAB5B","RAB5B, Member RAS Oncogene Family","Protein Coding","40","GC12P055973","1.2773345708847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5B"
"KDM6A","Lysine Demethylase 6A","Protein Coding","45","GC0XP044873","1.27710890769958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6A"
"USP19","Ubiquitin Specific Peptidase 19","Protein Coding","38","GC03M051164","1.27703058719635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP19"
"ITSN2","Intersectin 2","Protein Coding","38","GC02M024203","1.2767767906189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN2"
"GLMP","Glycosylated Lysosomal Membrane Protein","Protein Coding","30","GC01M156290","1.2766330242157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLMP"
"SLC25A5P3","Solute Carrier Family 25 Member 5 Pseudogene 3","Pseudogene","9","GC07P054420","1.27635860443115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P3"
"ZNF318","Zinc Finger Protein 318","Protein Coding","35","GC06M066206","1.27592039108276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF318"
"SOX17","SRY-Box Transcription Factor 17","Protein Coding","41","GC08P054457","1.27566766738892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX17"
"MLN","Motilin","Protein Coding","34","GC06M033794","1.27541196346283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLN"
"IFT27","Intraflagellar Transport 27","Protein Coding","36","GC22M057351","1.27540075778961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT27"
"PPP1R12A","Protein Phosphatase 1 Regulatory Subunit 12A","Protein Coding","42","GC12M079773","1.27536916732788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12A"
"ADM2","Adrenomedullin 2","Protein Coding","34","GC22P050481","1.27532374858856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM2"
"AHNAK2","AHNAK Nucleoprotein 2","Protein Coding","32","GC14M104937","1.27468931674957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK2"
"MAP1S","Microtubule Associated Protein 1S","Protein Coding","35","GC19P066229","1.27450442314148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP1S"
"SPEN","Spen Family Transcriptional Repressor","Protein Coding","40","GC01P015839","1.27369868755341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPEN"
"ZC4H2","Zinc Finger C4H2-Type Containing","Protein Coding","36","GC0XM064915","1.27363014221191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC4H2"
"ST6GALNAC3","ST6 N-Acetylgalactosaminide Alpha-2,6-Sialyltransferase 3","Protein Coding","35","GC01P076074","1.27355873584747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GALNAC3"
"CTNNBIP1","Catenin Beta Interacting Protein 1","Protein Coding","39","GC01M009848","1.27347755432129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBIP1"
"CCDC50","Coiled-Coil Domain Containing 50","Protein Coding","37","GC03P191329","1.27338922023773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC50"
"LALBA","Lactalbumin Alpha","Protein Coding","38","GC12M048567","1.27335155010223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LALBA"
"PLA2G1B","Phospholipase A2 Group IB","Protein Coding","43","GC12M120322","1.27315366268158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G1B"
"ORC2","Origin Recognition Complex Subunit 2","Protein Coding","38","GC02M200908","1.27252817153931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORC2"
"SLC7A5","Solute Carrier Family 7 Member 5","Protein Coding","43","GC16M087830","1.27223467826843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5"
"PPP3R1","Protein Phosphatase 3 Regulatory Subunit B, Alpha","Protein Coding","42","GC02M068143","1.27223432064056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3R1"
"STYXL1","Serine/Threonine/Tyrosine Interacting Like 1","Protein Coding","32","GC07M075996","1.27220666408539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STYXL1"
"THOC1","THO Complex 1","Protein Coding","36","GC18M000204","1.27219593524933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC1"
"HPS1","HPS1 Biogenesis Of Lysosomal Organelles Complex 3 Subunit 1","Protein Coding","41","GC10M098416","1.27199721336365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPS1"
"IST1","IST1 Factor Associated With ESCRT-III","Protein Coding","37","GC16P072066","1.27189028263092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IST1"
"DMXL1","Dmx Like 1","Protein Coding","33","GC05P119037","1.27185750007629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMXL1"
"CEP63","Centrosomal Protein 63","Protein Coding","40","GC03P134485","1.27172541618347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP63"
"AFDN","Afadin, Adherens Junction Formation Factor","Protein Coding","33","GC06P167827","1.27159309387207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFDN"
"RAMP3","Receptor Activity Modifying Protein 3","Protein Coding","39","GC07P045163","1.27149248123169","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP3"
"MIR122","MicroRNA 122","RNA Gene","22","GC18P058451","1.27097821235657","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"VKORC1","Vitamin K Epoxide Reductase Complex Subunit 1","Protein Coding","46","GC16M037224","1.27092468738556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VKORC1"
"PDE11A","Phosphodiesterase 11A","Protein Coding","45","GC02M177624","1.27074837684631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE11A"
"ARHGEF7","Rho Guanine Nucleotide Exchange Factor 7","Protein Coding","40","GC13P111114","1.27067971229553","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF7"
"HAS2","Hyaluronan Synthase 2","Protein Coding","40","GC08M121594","1.27023386955261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAS2"
"ATP6V1H","ATPase H+ Transporting V1 Subunit H","Protein Coding","40","GC08M053715","1.27022969722748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1H"
"RAB38","RAB38, Member RAS Oncogene Family","Protein Coding","38","GC11M090612","1.269904255867","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB38"
"ZCCHC8","Zinc Finger CCHC-Type Containing 8","Protein Coding","36","GC12M122472","1.26988422870636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC8"
"CHID1","Chitinase Domain Containing 1","Protein Coding","36","GC11M000867","1.26969611644745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHID1"
"BRPF1","Bromodomain And PHD Finger Containing 1","Protein Coding","40","GC03P009731","1.2696088552475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRPF1"
"RP9","RP9 Pre-MRNA Splicing Factor","Protein Coding","37","GC07M033094","1.26956343650818","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RP9"
"PALS1","Protein Associated With LIN7 1, MAGUK P55 Family Member","Protein Coding","31","GC14P067240","1.26948142051697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALS1"
"FKBP1B","FKBP Prolyl Isomerase 1B","Protein Coding","38","GC02P024033","1.26897156238556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP1B"
"TMTC1","Transmembrane O-Mannosyltransferase Targeting Cadherins 1","Protein Coding","36","GC12M029500","1.26865971088409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMTC1"
"PTPRS","Protein Tyrosine Phosphatase Receptor Type S","Protein Coding","44","GC19M005495","1.2680869102478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRS"
"HIRA","Histone Cell Cycle Regulator","Protein Coding","42","GC22M019330","1.26796996593475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIRA"
"PIAS3","Protein Inhibitor Of Activated STAT 3","Protein Coding","39","GC01M145848","1.26764833927155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS3"
"RNF40","Ring Finger Protein 40","Protein Coding","38","GC16P041101","1.26756179332733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF40"
"WDR35","WD Repeat Domain 35","Protein Coding","38","GC02M019910","1.2673112154007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR35"
"UCA1","Urothelial Cancer Associated 1","RNA Gene","22","GC19P015828","1.26720428466797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCA1"
"PTGER2","Prostaglandin E Receptor 2","Protein Coding","46","GC14P052314","1.26671695709229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER2"
"CEACAM1","CEA Cell Adhesion Molecule 1","Protein Coding","42","GC19M042507","1.26666975021362","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM1"
"TIAM1","TIAM Rac1 Associated GEF 1","Protein Coding","42","GC21M031118","1.26661205291748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIAM1"
"POLD2","DNA Polymerase Delta 2, Accessory Subunit","Protein Coding","39","GC07M044114","1.2662672996521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD2"
"NFATC1","Nuclear Factor Of Activated T Cells 1","Protein Coding","45","GC18P079395","1.26619064807892","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC1"
"HRG","Histidine Rich Glycoprotein","Protein Coding","45","GC03P186660","1.2661406993866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRG"
"SHARPIN","SHANK Associated RH Domain Interactor","Protein Coding","39","GC08M144098","1.26598107814789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHARPIN"
"SERPINB2","Serpin Family B Member 2","Protein Coding","42","GC18P063871","1.265873670578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB2"
"PRKACB","Protein Kinase CAMP-Activated Catalytic Subunit Beta","Protein Coding","47","GC01P084078","1.26568782329559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACB"
"EIF4G3","Eukaryotic Translation Initiation Factor 4 Gamma 3","Protein Coding","40","GC01M020806","1.26552176475525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4G3"
"SLC2A9","Solute Carrier Family 2 Member 9","Protein Coding","44","GC04M009772","1.26537847518921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A9"
"SAT1","Spermidine/Spermine N1-Acetyltransferase 1","Protein Coding","42","GC0XP023784","1.26524043083191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAT1"
"REEP2","Receptor Accessory Protein 2","Protein Coding","40","GC05P138439","1.26476359367371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP2"
"CA10","Carbonic Anhydrase 10","Protein Coding","39","GC17M051630","1.26472723484039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA10"
"MIR126","MicroRNA 126","RNA Gene","22","GC09P136670","1.26470971107483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"AP2A2","Adaptor Related Protein Complex 2 Subunit Alpha 2","Protein Coding","36","GC11P000924","1.26440596580505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A2"
"UVRAG","UV Radiation Resistance Associated","Protein Coding","40","GC11P075815","1.26426923274994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UVRAG"
"GPR3","G Protein-Coupled Receptor 3","Protein Coding","36","GC01P027781","1.26422262191772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR3"
"TEP1","Telomerase Associated Protein 1","Protein Coding","39","GC14M020365","1.26396346092224","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEP1"
"RNF103","Ring Finger Protein 103","Protein Coding","33","GC02M086603","1.26363372802734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF103"
"ADGRE5","Adhesion G Protein-Coupled Receptor E5","Protein Coding","38","GC19P014392","1.26336205005646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRE5"
"GLIPR2","GLI Pathogenesis Related 2","Protein Coding","36","GC09P047186","1.26335263252258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIPR2"
"RARG","Retinoic Acid Receptor Gamma","Protein Coding","46","GC12M053210","1.26320040225983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARG"
"GRAMD1A","GRAM Domain Containing 1A","Protein Coding","33","GC19P066531","1.26308965682983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRAMD1A"
"STC2","Stanniocalcin 2","Protein Coding","41","GC05M173314","1.26212286949158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2"
"NFYA","Nuclear Transcription Factor Y Subunit Alpha","Protein Coding","38","GC06P083889","1.26197671890259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFYA"
"HLF","HLF Transcription Factor, PAR BZIP Family Member","Protein Coding","38","GC17P055264","1.26193797588348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLF"
"PTGR3","Prostaglandin Reductase 3","Protein Coding","28","GC18M075196","1.26168251037598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGR3"
"PEDS1","Plasmanylethanolamine Desaturase 1","Protein Coding","24","GC20M050119","1.26154255867004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEDS1"
"KAT8","Lysine Acetyltransferase 8","Protein Coding","41","GC16P041119","1.26135206222534","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT8"
"ARPC4","Actin Related Protein 2/3 Complex Subunit 4","Protein Coding","37","GC03P009792","1.26060152053833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4"
"CTPS1","CTP Synthase 1","Protein Coding","44","GC01P040979","1.26052725315094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTPS1"
"HLA-DRB4","Major Histocompatibility Complex, Class II, DR Beta 4","Protein Coding","29","GC06Mo03851","1.26021027565002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB4"
"SPATS2L","Spermatogenesis Associated Serine Rich 2 Like","Protein Coding","34","GC02P200305","1.25994467735291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATS2L"
"SKIL","SKI Like Proto-Oncogene","Protein Coding","41","GC03P170357","1.25967693328857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIL"
"G3BP2","G3BP Stress Granule Assembly Factor 2","Protein Coding","36","GC04M075642","1.25907158851624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G3BP2"
"MIR29C","MicroRNA 29c","RNA Gene","18","GC01M207802","1.25895380973816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29C"
"MAPK7","Mitogen-Activated Protein Kinase 7","Protein Coding","46","GC17P054701","1.2586567401886","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK7"
"BRD7","Bromodomain Containing 7","Protein Coding","41","GC16M050313","1.25853514671326","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD7"
"LMAN2","Lectin, Mannose Binding 2","Protein Coding","37","GC05M177964","1.25848484039307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMAN2"
"TFCP2","Transcription Factor CP2","Protein Coding","39","GC12M051093","1.25794422626495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFCP2"
"PRPF19","Pre-MRNA Processing Factor 19","Protein Coding","36","GC11M060890","1.25790667533875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF19"
"PHPT1","Phosphohistidine Phosphatase 1","Protein Coding","36","GC09P136848","1.25778555870056","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHPT1"
"PTMA","Prothymosin Alpha","Protein Coding","39","GC02P231707","1.25668370723724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTMA"
"HYKK","Hydroxylysine Kinase","Protein Coding","30","GC15P078507","1.25658237934113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYKK"
"MLKL","Mixed Lineage Kinase Domain Like Pseudokinase","Protein Coding","40","GC16M074672","1.25628912448883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLKL"
"HPSE","Heparanase","Protein Coding","43","GC04M083292","1.25591611862183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE"
"OSBPL11","Oxysterol Binding Protein Like 11","Protein Coding","36","GC03M125529","1.25574374198914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL11"
"SNN","Stannin","Protein Coding","33","GC16P012203","1.25543880462646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNN"
"FIP1L1","Factor Interacting With PAPOLA And CPSF1","Protein Coding","39","GC04P053427","1.25498497486115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIP1L1"
"ACTR1A","Actin Related Protein 1A","Protein Coding","38","GC10M102479","1.25494110584259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR1A"
"LOC108663987","Ataxin 3 Repeat Instability Region","Biological Region","3","GC14P092071","1.25484871864319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108663987"
"ZBP1","Z-DNA Binding Protein 1","Protein Coding","38","GC20M057603","1.25453245639801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBP1"
"IL21","Interleukin 21","Protein Coding","42","GC04M122612","1.25439119338989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"RRP9","Ribosomal RNA Processing 9, U3 Small Nucleolar RNA Binding Protein","Protein Coding","34","GC03M051943","1.25419807434082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP9"
"NCALD","Neurocalcin Delta","Protein Coding","40","GC08M101704","1.25419795513153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCALD"
"SPC24","SPC24 Component Of NDC80 Kinetochore Complex","Protein Coding","33","GC19M011131","1.25358760356903","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPC24"
"ACBD5","Acyl-CoA Binding Domain Containing 5","Protein Coding","38","GC10M027182","1.2531144618988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACBD5"
